filename,year,strongest_topic,strongest_topic_prob,topic_title,topic_description
17101470-A11.txt,2018,7,0.47640502,אזרחות והגירה,"0.019*""פנים"" + 0.015*""שר"" + 0.014*""אזרחות"" + 0.013*""מעמד"" + 0.012*""כניסה"" + 0.010*""נוהל"" + 0.009*""משרד"" + 0.009*""ישיבה"" + 0.009*""משפחה"" + 0.008*""ארץ"""
17078150-Z04.txt,2018,9,0.29240954,חקיקה ומיסוי,"0.016*""הכנסה"" + 0.014*""יסוד"" + 0.014*""הוראה"" + 0.013*""תיקון"" + 0.012*""סעיף"" + 0.012*""הסדר"" + 0.010*""ביטוח"" + 0.008*""מס"" + 0.007*""נקבע"" + 0.006*""חוקתי"""
13015370-b02.txt,2013,17,0.3866526,מקרקעין והפקעות,"0.031*""מקרקעין"" + 0.022*""קרקע"" + 0.016*""זכות"" + 0.016*""פיצוי"" + 0.015*""הפקעה"" + 0.013*""אגודה"" + 0.011*""נכס"" + 0.011*""חלקה"" + 0.008*""הסכם"" + 0.008*""שטח"""
16044450-K12.txt,2017,9,0.47740963,חקיקה ומיסוי,"0.016*""הכנסה"" + 0.014*""יסוד"" + 0.014*""הוראה"" + 0.013*""תיקון"" + 0.012*""סעיף"" + 0.012*""הסדר"" + 0.010*""ביטוח"" + 0.008*""מס"" + 0.007*""נקבע"" + 0.006*""חוקתי"""
17071870-F08.txt,2019,14,0.23575938,ארנונה עירונית,"0.046*""תקנה"" + 0.029*""עירייה"" + 0.027*""ארנונה"" + 0.015*""מקומי"" + 0.014*""סעיף"" + 0.013*""פטור"" + 0.013*""נכס"" + 0.012*""פקודה"" + 0.011*""מס"" + 0.009*""סיווג"""
19031260-Z04.txt,2019,0,0.5794199,חקירות משטרה,"0.034*""חקירה"" + 0.024*""משטרה"" + 0.013*""חומר"" + 0.013*""ראייה"" + 0.011*""אירוע"" + 0.009*""שוטר"" + 0.009*""פלילי"" + 0.007*""בדיקה"" + 0.007*""משפטי"" + 0.007*""יועץ"""
07073560-c09.txt,2011,17,0.36520964,מקרקעין והפקעות,"0.031*""מקרקעין"" + 0.022*""קרקע"" + 0.016*""זכות"" + 0.016*""פיצוי"" + 0.015*""הפקעה"" + 0.013*""אגודה"" + 0.011*""נכס"" + 0.011*""חלקה"" + 0.008*""הסכם"" + 0.008*""שטח"""
19057440-E01.txt,2019,20,0.37061566,מינויים ממשלתיים,"0.044*""ועדה"" + 0.039*""ממשלה"" + 0.025*""שר"" + 0.017*""מינוי"" + 0.016*""תפקיד"" + 0.012*""כנסת"" + 0.010*""שיקול"" + 0.010*""הכנסה"" + 0.010*""משפטי"" + 0.009*""סמכות"""
00063310-g05.txt,2001,8,0.29896432,החלטות ממשלה,"0.009*""ממשלה"" + 0.007*""פורסם"" + 0.006*""נטען"" + 0.006*""יחס"" + 0.006*""גורם"" + 0.006*""נגע"" + 0.005*""עמדה"" + 0.005*""תגובה"" + 0.005*""משרד"" + 0.005*""מנהלי"""
07103830-k02.txt,2009,11,0.39570728,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
21006990-G01.txt,2021,8,0.4160579,החלטות ממשלה,"0.009*""ממשלה"" + 0.007*""פורסם"" + 0.006*""נטען"" + 0.006*""יחס"" + 0.006*""גורם"" + 0.006*""נגע"" + 0.005*""עמדה"" + 0.005*""תגובה"" + 0.005*""משרד"" + 0.005*""מנהלי"""
0304641.txt,2004,21,0.38350365,משפט פלילי,"0.023*""עבירה"" + 0.017*""פלילי"" + 0.015*""עונש"" + 0.014*""אסיר"" + 0.014*""מאסר"" + 0.013*""שיקול"" + 0.011*""אישום"" + 0.010*""צבאי"" + 0.010*""משפטי"" + 0.010*""סוהר"""
19038990-B01.txt,2019,2,0.29359367,בתי דין רבניים,"0.030*""רבני"" + 0.022*""אזורי"" + 0.020*""תביעה"" + 0.019*""סמכות"" + 0.019*""הסכם"" + 0.018*""ארצי"" + 0.014*""צד"" + 0.011*""ערעור"" + 0.011*""גירושין"" + 0.009*""זוג"""
19054500-F04.txt,2019,22,0.72131747,מערכת החינוך,"0.052*""חינוך"" + 0.032*""מוסד"" + 0.016*""תמיכה"" + 0.014*""משרד"" + 0.013*""תלמיד"" + 0.012*""לימודים"" + 0.010*""לימוד"" + 0.009*""תקציב"" + 0.009*""שוויון"" + 0.008*""חובה"""
NOPADI-NE-3-002-L.txt,1992,22,0.2848516,מערכת החינוך,"0.052*""חינוך"" + 0.032*""מוסד"" + 0.016*""תמיכה"" + 0.014*""משרד"" + 0.013*""תלמיד"" + 0.012*""לימודים"" + 0.010*""לימוד"" + 0.009*""תקציב"" + 0.009*""שוויון"" + 0.008*""חובה"""
12060760-t04.txt,2012,2,0.3983394,בתי דין רבניים,"0.030*""רבני"" + 0.022*""אזורי"" + 0.020*""תביעה"" + 0.019*""סמכות"" + 0.019*""הסכם"" + 0.018*""ארצי"" + 0.014*""צד"" + 0.011*""ערעור"" + 0.011*""גירושין"" + 0.009*""זוג"""
PADI-LE-1-053-L.txt,1981,17,0.3164416,מקרקעין והפקעות,"0.031*""מקרקעין"" + 0.022*""קרקע"" + 0.016*""זכות"" + 0.016*""פיצוי"" + 0.015*""הפקעה"" + 0.013*""אגודה"" + 0.011*""נכס"" + 0.011*""חלקה"" + 0.008*""הסכם"" + 0.008*""שטח"""
09053770-t28.txt,2011,23,0.4511091,הריסת מבנים,"0.034*""מבנה"" + 0.024*""הריסה"" + 0.015*""בנייה"" + 0.015*""תקנה"" + 0.009*""שימוש"" + 0.009*""מפקד"" + 0.009*""סמכות"" + 0.009*""דירה"" + 0.008*""קומה"" + 0.008*""מחבל"""
18060200-Z12.txt,2019,7,0.6066995,אזרחות והגירה,"0.019*""פנים"" + 0.015*""שר"" + 0.014*""אזרחות"" + 0.013*""מעמד"" + 0.012*""כניסה"" + 0.010*""נוהל"" + 0.009*""משרד"" + 0.009*""ישיבה"" + 0.009*""משפחה"" + 0.008*""ארץ"""
19044280-M09.txt,2020,12,0.7623881,ערעורים מנהליים,"0.092*""מערער"" + 0.042*""ערעור"" + 0.025*""מנהלי"" + 0.013*""קמא"" + 0.012*""מחוזי"" + 0.011*""דירה"" + 0.011*""לשכה"" + 0.011*""עורך"" + 0.009*""עע"" + 0.007*""מועד"""
15037890-m01.txt,2015,2,0.33945772,בתי דין רבניים,"0.030*""רבני"" + 0.022*""אזורי"" + 0.020*""תביעה"" + 0.019*""סמכות"" + 0.019*""הסכם"" + 0.018*""ארצי"" + 0.014*""צד"" + 0.011*""ערעור"" + 0.011*""גירושין"" + 0.009*""זוג"""
9608787.txt,1999,2,0.22101763,בתי דין רבניים,"0.030*""רבני"" + 0.022*""אזורי"" + 0.020*""תביעה"" + 0.019*""סמכות"" + 0.019*""הסכם"" + 0.018*""ארצי"" + 0.014*""צד"" + 0.011*""ערעור"" + 0.011*""גירושין"" + 0.009*""זוג"""
22062980-O06.txt,2022,11,0.53210044,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
22046310-F04.txt,2022,11,0.37730473,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
9606972.txt,1997,21,0.36670816,משפט פלילי,"0.023*""עבירה"" + 0.017*""פלילי"" + 0.015*""עונש"" + 0.014*""אסיר"" + 0.014*""מאסר"" + 0.013*""שיקול"" + 0.011*""אישום"" + 0.010*""צבאי"" + 0.010*""משפטי"" + 0.010*""סוהר"""
20042210-Y01.txt,2020,11,0.42296612,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
98015620.txt,2000,7,0.53754467,אזרחות והגירה,"0.019*""פנים"" + 0.015*""שר"" + 0.014*""אזרחות"" + 0.013*""מעמד"" + 0.012*""כניסה"" + 0.010*""נוהל"" + 0.009*""משרד"" + 0.009*""ישיבה"" + 0.009*""משפחה"" + 0.008*""ארץ"""
0310146.txt,2003,11,0.58453625,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
06062190-f05-e.txt,2006,10,0.30904832,שירותי בריאות,"0.029*""שירות"" + 0.026*""בריאות"" + 0.017*""עובד"" + 0.017*""משרד"" + 0.015*""שירותים"" + 0.015*""רפואי"" + 0.014*""חלה"" + 0.012*""טיפול"" + 0.008*""רופא"" + 0.005*""איש"""
PADI-N-1-717-L.txt,1986,24,0.4687567,תכנון ובנייה,"0.060*""תוכנית"" + 0.037*""תכנון"" + 0.036*""ועדה"" + 0.031*""בנייה"" + 0.017*""מקומי"" + 0.012*""מחוזי"" + 0.010*""שטח"" + 0.008*""סעיף"" + 0.007*""אישור"" + 0.007*""היתר"""
05093550-f03-e.txt,2007,2,0.57271487,בתי דין רבניים,"0.030*""רבני"" + 0.022*""אזורי"" + 0.020*""תביעה"" + 0.019*""סמכות"" + 0.019*""הסכם"" + 0.018*""ארצי"" + 0.014*""צד"" + 0.011*""ערעור"" + 0.011*""גירושין"" + 0.009*""זוג"""
10088470-z01.txt,2010,7,0.6904551,אזרחות והגירה,"0.019*""פנים"" + 0.015*""שר"" + 0.014*""אזרחות"" + 0.013*""מעמד"" + 0.012*""כניסה"" + 0.010*""נוהל"" + 0.009*""משרד"" + 0.009*""ישיבה"" + 0.009*""משפחה"" + 0.008*""ארץ"""
05059110-b03-e.txt,2005,7,0.8246423,אזרחות והגירה,"0.019*""פנים"" + 0.015*""שר"" + 0.014*""אזרחות"" + 0.013*""מעמד"" + 0.012*""כניסה"" + 0.010*""נוהל"" + 0.009*""משרד"" + 0.009*""ישיבה"" + 0.009*""משפחה"" + 0.008*""ארץ"""
PADI-NC-2-831-L.txt,1990,24,0.2626727,תכנון ובנייה,"0.060*""תוכנית"" + 0.037*""תכנון"" + 0.036*""ועדה"" + 0.031*""בנייה"" + 0.017*""מקומי"" + 0.012*""מחוזי"" + 0.010*""שטח"" + 0.008*""סעיף"" + 0.007*""אישור"" + 0.007*""היתר"""
0001965.txt,2001,22,0.3472566,מערכת החינוך,"0.052*""חינוך"" + 0.032*""מוסד"" + 0.016*""תמיכה"" + 0.014*""משרד"" + 0.013*""תלמיד"" + 0.012*""לימודים"" + 0.010*""לימוד"" + 0.009*""תקציב"" + 0.009*""שוויון"" + 0.008*""חובה"""
07031440-m07-e.txt,2007,11,0.5667037,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
05029370-a04-e.txt,2005,20,0.30928585,מינויים ממשלתיים,"0.044*""ועדה"" + 0.039*""ממשלה"" + 0.025*""שר"" + 0.017*""מינוי"" + 0.016*""תפקיד"" + 0.012*""כנסת"" + 0.010*""שיקול"" + 0.010*""הכנסה"" + 0.010*""משפטי"" + 0.009*""סמכות"""
0503349.txt,2005,11,0.40556023,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
PADI-NC-2-037-L.txt,1990,18,0.54627234,אגרות ותשלומים,"0.037*""תשלום"" + 0.022*""שידור"" + 0.013*""סכום"" + 0.012*""סעיף"" + 0.012*""שכר"" + 0.010*""תוספת"" + 0.009*""שילם"" + 0.009*""היטל"" + 0.008*""תקשורת"" + 0.008*""אגרה"""
17074460-A23.txt,2018,17,0.42872012,מקרקעין והפקעות,"0.031*""מקרקעין"" + 0.022*""קרקע"" + 0.016*""זכות"" + 0.016*""פיצוי"" + 0.015*""הפקעה"" + 0.013*""אגודה"" + 0.011*""נכס"" + 0.011*""חלקה"" + 0.008*""הסכם"" + 0.008*""שטח"""
13018600-i14.txt,2014,11,0.29801902,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
05064830-r09.txt,2010,6,0.8746235,רישום נישואין,"0.026*""יהודי"" + 0.018*""רישום"" + 0.016*""תעודה"" + 0.015*""זוג"" + 0.012*""נישואין"" + 0.009*""שבות"" + 0.008*""רב"" + 0.008*""ילד"" + 0.008*""סעיף"" + 0.008*""מרשם"""
14043500-k03.txt,2014,4,0.25273594,קטינים ומשמורת,"0.036*""ילד"" + 0.026*""מעצר"" + 0.023*""קטין"" + 0.017*""הורה"" + 0.013*""משמורת"" + 0.013*""נכה"" + 0.011*""רפואי"" + 0.010*""משפחה"" + 0.010*""נכות"" + 0.010*""לאומי"""
16013930-E25.txt,2019,10,0.42949197,שירותי בריאות,"0.029*""שירות"" + 0.026*""בריאות"" + 0.017*""עובד"" + 0.017*""משרד"" + 0.015*""שירותים"" + 0.015*""רפואי"" + 0.014*""חלה"" + 0.012*""טיפול"" + 0.008*""רופא"" + 0.005*""איש"""
22004060-E02.txt,2022,2,0.76283133,בתי דין רבניים,"0.030*""רבני"" + 0.022*""אזורי"" + 0.020*""תביעה"" + 0.019*""סמכות"" + 0.019*""הסכם"" + 0.018*""ארצי"" + 0.014*""צד"" + 0.011*""ערעור"" + 0.011*""גירושין"" + 0.009*""זוג"""
07007650-o06.txt,2008,17,0.3220747,מקרקעין והפקעות,"0.031*""מקרקעין"" + 0.022*""קרקע"" + 0.016*""זכות"" + 0.016*""פיצוי"" + 0.015*""הפקעה"" + 0.013*""אגודה"" + 0.011*""נכס"" + 0.011*""חלקה"" + 0.008*""הסכם"" + 0.008*""שטח"""
00025120-B05.txt,2000,11,0.28766254,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
13000960-l01.txt,2013,11,0.7453715,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
NOPADI-PX-6-240-L.txt,1994,16,0.32871565,פרשנות חוקים,"0.033*""סעיף"" + 0.013*""הוראה"" + 0.012*""אח"" + 0.011*""מס"" + 0.010*""סמכות"" + 0.009*""הנ"" + 0.009*""דעה"" + 0.007*""חייב"" + 0.007*""פקודה"" + 0.005*""פירוש"""
09048520-t07.txt,2009,3,0.46239722,חופש ביטוי ודת,"0.013*""חופש"" + 0.012*""ציבור"" + 0.011*""רב"" + 0.010*""זכות"" + 0.009*""ביטוי"" + 0.009*""איש"" + 0.009*""דת"" + 0.007*""פגיעה"" + 0.007*""הר"" + 0.007*""תנועה"""
19024380-Z05.txt,2019,8,0.33305335,החלטות ממשלה,"0.009*""ממשלה"" + 0.007*""פורסם"" + 0.006*""נטען"" + 0.006*""יחס"" + 0.006*""גורם"" + 0.006*""נגע"" + 0.005*""עמדה"" + 0.005*""תגובה"" + 0.005*""משרד"" + 0.005*""מנהלי"""
18015040-J05.txt,2018,7,0.5761092,אזרחות והגירה,"0.019*""פנים"" + 0.015*""שר"" + 0.014*""אזרחות"" + 0.013*""מעמד"" + 0.012*""כניסה"" + 0.010*""נוהל"" + 0.009*""משרד"" + 0.009*""ישיבה"" + 0.009*""משפחה"" + 0.008*""ארץ"""
11049020-z03.txt,2012,10,0.2965726,שירותי בריאות,"0.029*""שירות"" + 0.026*""בריאות"" + 0.017*""עובד"" + 0.017*""משרד"" + 0.015*""שירותים"" + 0.015*""רפואי"" + 0.014*""חלה"" + 0.012*""טיפול"" + 0.008*""רופא"" + 0.005*""איש"""
NOPADI-NX-4-016-L.txt,1987,5,0.6102318,מכרזים ציבוריים,"0.084*""מכרז"" + 0.042*""הצעה"" + 0.016*""הציע"" + 0.014*""ועדה"" + 0.011*""פגם"" + 0.010*""בע"" + 0.009*""ערבות"" + 0.008*""מחיר"" + 0.007*""זכה"" + 0.006*""חוזה"""
0310191.txt,2005,7,0.8148662,אזרחות והגירה,"0.019*""פנים"" + 0.015*""שר"" + 0.014*""אזרחות"" + 0.013*""מעמד"" + 0.012*""כניסה"" + 0.010*""נוהל"" + 0.009*""משרד"" + 0.009*""ישיבה"" + 0.009*""משפחה"" + 0.008*""ארץ"""
16064590-e05.txt,2016,11,0.28096008,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
17050070-K18.txt,2018,7,0.57949466,אזרחות והגירה,"0.019*""פנים"" + 0.015*""שר"" + 0.014*""אזרחות"" + 0.013*""מעמד"" + 0.012*""כניסה"" + 0.010*""נוהל"" + 0.009*""משרד"" + 0.009*""ישיבה"" + 0.009*""משפחה"" + 0.008*""ארץ"""
13088250-l01.txt,2014,11,0.5498224,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
15056450-z04.txt,2016,13,0.33767918,רישוי עסקים,"0.031*""רישיון"" + 0.025*""סמכות"" + 0.018*""תקנה"" + 0.016*""עסק"" + 0.015*""שר"" + 0.013*""סעיף"" + 0.011*""מנהלי"" + 0.010*""בעל"" + 0.009*""שיקול"" + 0.008*""רישוי"""
04032380-p07-e.txt,2005,20,0.27657384,מינויים ממשלתיים,"0.044*""ועדה"" + 0.039*""ממשלה"" + 0.025*""שר"" + 0.017*""מינוי"" + 0.016*""תפקיד"" + 0.012*""כנסת"" + 0.010*""שיקול"" + 0.010*""הכנסה"" + 0.010*""משפטי"" + 0.009*""סמכות"""
PADI-LE-1-317-L.txt,1981,13,0.4945589,רישוי עסקים,"0.031*""רישיון"" + 0.025*""סמכות"" + 0.018*""תקנה"" + 0.016*""עסק"" + 0.015*""שר"" + 0.013*""סעיף"" + 0.011*""מנהלי"" + 0.010*""בעל"" + 0.009*""שיקול"" + 0.008*""רישוי"""
14056770-h10.txt,2014,11,0.3694663,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
98082700-f03.txt,1999,11,0.391939,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
padi-lh-3-048-l.txt,1985,13,0.5794431,רישוי עסקים,"0.031*""רישיון"" + 0.025*""סמכות"" + 0.018*""תקנה"" + 0.016*""עסק"" + 0.015*""שר"" + 0.013*""סעיף"" + 0.011*""מנהלי"" + 0.010*""בעל"" + 0.009*""שיקול"" + 0.008*""רישוי"""
19009870-Z16.txt,2021,11,0.5046201,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
0500873.txt,2005,7,0.864933,אזרחות והגירה,"0.019*""פנים"" + 0.015*""שר"" + 0.014*""אזרחות"" + 0.013*""מעמד"" + 0.012*""כניסה"" + 0.010*""נוהל"" + 0.009*""משרד"" + 0.009*""ישיבה"" + 0.009*""משפחה"" + 0.008*""ארץ"""
PADI-NG-4-733-L.txt,1994,20,0.28482547,מינויים ממשלתיים,"0.044*""ועדה"" + 0.039*""ממשלה"" + 0.025*""שר"" + 0.017*""מינוי"" + 0.016*""תפקיד"" + 0.012*""כנסת"" + 0.010*""שיקול"" + 0.010*""הכנסה"" + 0.010*""משפטי"" + 0.009*""סמכות"""
21089060-N02.txt,2021,7,0.64205235,אזרחות והגירה,"0.019*""פנים"" + 0.015*""שר"" + 0.014*""אזרחות"" + 0.013*""מעמד"" + 0.012*""כניסה"" + 0.010*""נוהל"" + 0.009*""משרד"" + 0.009*""ישיבה"" + 0.009*""משפחה"" + 0.008*""ארץ"""
80000248-HK.txt,1980,19,0.58555204,בחירות מקומיות,"0.084*""מועצה"" + 0.035*""מקומי"" + 0.028*""בחירה"" + 0.018*""שר"" + 0.016*""עירייה"" + 0.016*""סעיף"" + 0.010*""פנים"" + 0.009*""נבחר"" + 0.009*""רשימה"" + 0.009*""סיעה"""
16067930-l01.txt,2016,8,0.42379287,החלטות ממשלה,"0.009*""ממשלה"" + 0.007*""פורסם"" + 0.006*""נטען"" + 0.006*""יחס"" + 0.006*""גורם"" + 0.006*""נגע"" + 0.005*""עמדה"" + 0.005*""תגובה"" + 0.005*""משרד"" + 0.005*""מנהלי"""
11096590-t09.txt,2012,11,0.3904064,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
0303847.txt,2005,7,0.84710777,אזרחות והגירה,"0.019*""פנים"" + 0.015*""שר"" + 0.014*""אזרחות"" + 0.013*""מעמד"" + 0.012*""כניסה"" + 0.010*""נוהל"" + 0.009*""משרד"" + 0.009*""ישיבה"" + 0.009*""משפחה"" + 0.008*""ארץ"""
16046350-K28.txt,2020,6,0.7676085,רישום נישואין,"0.026*""יהודי"" + 0.018*""רישום"" + 0.016*""תעודה"" + 0.015*""זוג"" + 0.012*""נישואין"" + 0.009*""שבות"" + 0.008*""רב"" + 0.008*""ילד"" + 0.008*""סעיף"" + 0.008*""מרשם"""
11087780-b19.txt,2012,11,0.46842647,הליכים משפטיים,"0.012*""סף"" + 0.011*""הגשה"" + 0.011*""תיק"" + 0.011*""ערעור"" + 0.011*""כתב"" + 0.011*""תביעה"" + 0.009*""סעד"" + 0.008*""משפטי"" + 0.007*""פורסם"" + 0.007*""תגובה"""
PADI-N-2-442-L.txt,1986,5,0.50392354,מכרזים ציבוריים,"0.084*""מכרז"" + 0.042*""הצעה"" + 0.016*""הציע"" + 0.014*""ועדה"" + 0.011*""פגם"" + 0.010*""בע"" + 0.009*""ערבות"" + 0.008*""מחיר"" + 0.007*""זכה"" + 0.006*""חוזה"""
95045000.txt,1997,19,0.44590798,בחירות מקומיות,"0.084*""מועצה"" + 0.035*""מקומי"" + 0.028*""בחירה"" + 0.018*""שר"" + 0.016*""עירייה"" + 0.016*""סעיף"" + 0.010*""פנים"" + 0.009*""נבחר"" + 0.009*""רשימה"" + 0.009*""סיעה"""
15058390-t04.txt,2015,23,0.69273055,הריסת מבנים,"0.034*""מבנה"" + 0.024*""הריסה"" + 0.015*""בנייה"" + 0.015*""תקנה"" + 0.009*""שימוש"" + 0.009*""מפקד"" + 0.009*""סמכות"" + 0.009*""דירה"" + 0.008*""קומה"" + 0.008*""מחבל"""
08046680-m25.txt,2013,9,0.3213455,חקיקה ומיסוי,"0.016*""הכנסה"" + 0.014*""יסוד"" + 0.014*""הוראה"" + 0.013*""תיקון"" + 0.012*""סעיף"" + 0.012*""הסדר"" + 0.010*""ביטוח"" + 0.008*""מס"" + 0.007*""נקבע"" + 0.006*""חוקתי"""
12007580-w01.txt,2012,4,0.4952846,קטינים ומשמורת,"0.036*""ילד"" + 0.026*""מעצר"" + 0.023*""קטין"" + 0.017*""הורה"" + 0.013*""משמורת"" + 0.013*""נכה"" + 0.011*""רפואי"" + 0.010*""משפחה"" + 0.010*""נכות"" + 0.010*""לאומי"""
18073960-Z07.txt,2019,19,0.59568465,בחירות מקומיות,"0.084*""מועצה"" + 0.035*""מקומי"" + 0.028*""בחירה"" + 0.018*""שר"" + 0.016*""עירייה"" + 0.016*""סעיף"" + 0.010*""פנים"" + 0.009*""נבחר"" + 0.009*""רשימה"" + 0.009*""סיעה"""
12013770-o06.txt,2012,24,0.64374787,תכנון ובנייה,"0.060*""תוכנית"" + 0.037*""תכנון"" + 0.036*""ועדה"" + 0.031*""בנייה"" + 0.017*""מקומי"" + 0.012*""מחוזי"" + 0.010*""שטח"" + 0.008*""סעיף"" + 0.007*""אישור"" + 0.007*""היתר"""
0201689-padi.txt,2003,0,0.70241344,חקירות משטרה,"0.034*""חקירה"" + 0.024*""משטרה"" + 0.013*""חומר"" + 0.013*""ראייה"" + 0.011*""אירוע"" + 0.009*""שוטר"" + 0.009*""פלילי"" + 0.007*""בדיקה"" + 0.007*""משפטי"" + 0.007*""יועץ"""
20027100-R05.txt,2020,8,0.3721461,החלטות ממשלה,"0.009*""ממשלה"" + 0.007*""פורסם"" + 0.006*""נטען"" + 0.006*""יחס"" + 0.006*""גורם"" + 0.006*""נגע"" + 0.005*""עמדה"" + 0.005*""תגובה"" + 0.005*""משרד"" + 0.005*""מנהלי"""
07049550-b05.txt,2010,17,0.37520137,מקרקעין והפקעות,"0.031*""מקרקעין"" + 0.022*""קרקע"" + 0.016*""זכות"" + 0.016*""פיצוי"" + 0.015*""הפקעה"" + 0.013*""אגודה"" + 0.011*""נכס"" + 0.011*""חלקה"" + 0.008*""הסכם"" + 0.008*""שטח"""
13007640-v01.txt,2013,2,0.41659638,בתי דין רבניים,"0.030*""רבני"" + 0.022*""אזורי"" + 0.020*""תביעה"" + 0.019*""סמכות"" + 0.019*""הסכם"" + 0.018*""ארצי"" + 0.014*""צד"" + 0.011*""ערעור"" + 0.011*""גירושין"" + 0.009*""זוג"""
PADI-ND-1-467-L.txt,1991,1,0.6799432,ביטחון ושטחים,"0.027*""אזור"" + 0.024*""ביטחון"" + 0.023*""צבאי"" + 0.018*""תושב"" + 0.015*""מפקד"" + 0.013*""גדר"" + 0.013*""בטחוני"" + 0.012*""שטח"" + 0.009*""יהודה"" + 0.009*""ישראלי"""
04109030-s11-e.txt,2005,7,0.42940018,אזרחות והגירה,"0.019*""פנים"" + 0.015*""שר"" + 0.014*""אזרחות"" + 0.013*""מעמד"" + 0.012*""כניסה"" + 0.010*""נוהל"" + 0.009*""משרד"" + 0.009*""ישיבה"" + 0.009*""משפחה"" + 0.008*""ארץ"""
