filename,year,strongest_topic,strongest_topic_prob
15062000-l01.txt,2015,2,0.5782609
08017620-s03.txt,2008,11,0.59002763
09098890-h09.txt,2011,12,0.3569675
13045050-e06.txt,2014,7,0.3405635
00001480-I02.txt,2000,21,0.3996572
05062240-c01-e.txt,2005,11,0.6313227
PADI-NC-1-143-L.txt,1989,4,0.19581133
05003200-h03-e.txt,2005,11,0.79313123
0501166.txt,2005,5,0.624914
0308777-padi.txt,2004,22,0.37299913
11072830-s09.txt,2012,11,0.35471544
18042290-A01.txt,2018,11,0.6014969
09025280-t01.txt,2009,0,0.35648677
0304523.txt,2003,21,0.5394258
padi-n-4-505-l.txt,1986,19,0.30696908
07098360-o04.txt,2008,21,0.2583949
09099230-s01.txt,2009,11,0.5606999
13012890-t11.txt,2015,17,0.6061095
22031480-A01.txt,2022,9,0.35710874
06046070-n02-e.txt,2006,4,0.29916596
0408630.txt,2005,21,0.31101885
12048010-v08.txt,2013,2,0.5807236
PADI-NH-4-845-L.txt,1995,20,0.38865817
0404022.txt,2004,2,0.39413527
10038350-t33.txt,2011,8,0.54452616
08111210-s18.txt,2011,7,0.5356252
22049510-A04.txt,2022,8,0.45706517
PADI-LG-4-599-L.txt,1985,9,0.4224688
13006670-v16.txt,2015,7,0.6437273
00020490-L03.txt,2000,11,0.32769328
00015780-A04.txt,2000,11,0.3449298
06041710-r06-e.txt,2006,7,0.7746648
17020520-k05.txt,2017,12,0.44532925
99045060.txt,1999,0,0.7809873
17042440-O07.txt,2018,11,0.2694223
0005875.txt,2000,11,0.57841796
21070520-Y01.txt,2021,2,0.74724746
19084820-B04.txt,2020,24,0.42503127
LX-3-657-L.txt,1977,16,0.41029662
22011220-R11.txt,2023,17,0.3918903
22086200-E03.txt,2022,4,0.28158912
99068680.txt,1999,7,0.6614128
16048780-m01.txt,2016,3,0.61074317
9705843.txt,1998,3,0.24637309
06015550-n03-e.txt,2006,8,0.5311219
16080720-m02.txt,2017,12,0.36856526
PADI-NB-1-501-L.txt,1989,16,0.301038
06096820-c04.txt,2008,11,0.36569485
21045450-G01.txt,2021,8,0.4632572
21081960-Z04.txt,2021,8,0.49351448
15030610-v01.txt,2015,12,0.3816477
17042740-Z14.txt,2018,22,0.41653323
L-3-493-L.txt,1976,16,0.50780517
09099160-s03.txt,2010,4,0.362711
05043800-a04-e.txt,2006,6,0.2537669
18014330-J04.txt,2018,11,0.6526967
21031770-E01.txt,2021,11,0.4894911
05110870-p63.txt,2012,17,0.48659906
18092150-G01.txt,2019,2,0.5767302
04108050-n02.txt,2004,7,0.39008263
040003992.txt,2004,21,0.4707004
17072800-R18.txt,2018,11,0.5590872
14087820-k14.txt,2017,12,0.81075555
09046220-s08.txt,2009,5,0.43425718
14001170-k03.txt,2014,4,0.2454507
05048820-t06-e.txt,2006,7,0.46039203
13019530-K09.txt,2018,17,0.43336663
padi-p-4-793-l.txt,1996,21,0.20388551
15074350-i02.txt,2015,11,0.5897243
17034580-G24.txt,2019,3,0.25879008
07088720-e13.txt,2010,24,0.58597326
KD-2-087-L.txt,1971,16,0.5131866
0008404.txt,2001,20,0.61756164
09068100-t19.txt,2010,8,0.29706734
18052310-Y02.txt,2018,2,0.21565686
16081530-A08.txt,2018,12,0.66216815
15056570-t13.txt,2016,12,0.5857183
PADI-NF-1-163-L.txt,1993,0,0.28447163
05040110-r17-e.txt,2008,5,0.24219961
padi-nb-4-577-l.txt,1989,2,0.5162422
12036220-c02.txt,2012,11,0.3769573
16063290-z02.txt,2016,11,0.42651898
04026760-f03.txt,2004,11,0.2619427
PADI-LH-3-645-L.txt,1985,16,0.4718745
04066730-s03-e.txt,2005,20,0.3279241
06067450-t09-e.txt,2007,7,0.49335423
11017050-n01.txt,2011,12,0.40182483
padi-nb-2-179-l.txt,1989,9,0.26104054
9902274.txt,1994,16,0.35954913
12081880-t06.txt,2012,2,0.35285875
22019850-R01.txt,2022,11,0.37604916
18069050-R04.txt,2018,23,0.7354712
PADI-P-2-822-L.txt,1996,3,0.7758911
0402484.txt,2004,11,0.803163
15078060-g05.txt,2015,0,0.43685576
12009360-w02.txt,2012,11,0.5814395
11021420-t04.txt,2011,4,0.23057456
13068640-m02.txt,2013,19,0.54164594
0408340.txt,2005,5,0.52840155
KE-1-118-L.txt,1971,5,0.55773705
LA-3-608-L.txt,1978,19,0.64790225
20040500-Y07.txt,2020,23,0.48339385
NOPADI-NE-1-151-L.txt,1992,24,0.8417201
05062790-v07-e.txt,2005,22,0.5497317
12006810-s06.txt,2012,21,0.36279887
11093240-e05.txt,2013,24,0.59910136
10057140-s01.txt,2010,2,0.70731723
L-2-449-L.txt,1976,22,0.4321155
0209577.txt,2002,19,0.6242777
79000208-HK2.txt,1979,10,0.5126533
0405116.txt,2004,12,0.4199568
19018950-O03.txt,2019,1,0.2119398
04051280-m11.txt,2008,11,0.28685454
PADI-NC-2-463-L.txt,1990,24,0.5845727
21069470-O01.txt,2021,11,0.33270842
18063220-N20.txt,2021,19,0.49706888
22041270-C01.txt,2022,11,0.52770716
18047360-N01.txt,2018,2,0.48989582
21045810-S04.txt,2021,11,0.41912735
21018490-F01.txt,2021,11,0.48760465
13033840-i14.txt,2014,24,0.3721963
NOPADI-NC-8-038-L.txt,1990,5,0.6754395
05058310-b14-e.txt,2006,5,0.8174595
NOPADI-NC-7-135-L.txt,1990,19,0.8000991
19023560-N03.txt,2019,23,0.8928003
12051050-t04.txt,2012,4,0.36388898
0406437.txt,2004,22,0.46903428
22068700-P01.txt,2022,8,0.38689852
PADI-NB-2-862-L.txt,1988,19,0.5175517
06007080-r07-e.txt,2007,7,0.46463308
13087870-c13.txt,2014,10,0.6898255
06004790-h01-e.txt,2006,7,0.79844815
20003730-V09.txt,2021,2,0.74414104
NOPADI-NG-8-076-L.txt,1993,24,0.29182795
0504546.txt,2005,23,0.3520898
19041410-J01.txt,2019,2,0.727876
20086480-Y11.txt,2021,8,0.4869774
PADI-NH-5-064-L.txt,1995,21,0.8017387
14049740-t02.txt,2014,11,0.52982926
10018220-v02.txt,2010,2,0.87750375
PADI-NF-1-878-L.txt,1993,2,0.3569476
17045000-O12.txt,2019,22,0.65512234
13026680-v02.txt,2013,7,0.6397716
0506437.txt,2005,19,0.56209725
07001250-v06-e.txt,2007,9,0.3377821
0207200.txt,2005,18,0.46012273
13010480-z08.txt,2013,21,0.44563386
18047710-N08.txt,2019,9,0.2878329
0007247.txt,2000,12,0.5558367
11035540-t05.txt,2011,0,0.20575823
07047950-t11.txt,2009,4,0.18337156
21002670-M02.txt,2021,8,0.48770428
09021410-m15.txt,2010,24,0.6057496
padi-ng-2-001-l.txt,1994,3,0.46554554
06083970-n43.txt,2010,11,0.5472263
0008497-padi.txt,2003,2,0.93189114
0305432-padi.txt,2004,15,0.4214353
0501671-padi.txt,2005,21,0.532167
05029080-n08.txt,2008,17,0.4484105
06062500-z07-e.txt,2007,2,0.7558738
0400913.txt,2004,20,0.72305626
11004920-c06.txt,2011,21,0.36225528
16079460-A06.txt,2018,17,0.4652551
NOPADI-NB-8-056-L.txt,1989,4,0.52493936
07102730-k02-e.txt,2007,7,0.7067169
0001622.txt,2000,11,0.34117493
l-1-837-l.txt,1976,9,0.6241295
PADI-NB-3-673-L.txt,1989,1,0.263244
16082080-o05.txt,2016,11,0.29096162
PADI-P-1-541-L.txt,1996,3,0.70776474
16011250-c08.txt,2016,23,0.7497637
15035460-c05.txt,2016,12,0.36687627
11097330-s13.txt,2013,0,0.40296835
19017900-D03.txt,2020,12,0.4139646
12034470-h06.txt,2013,14,0.4018707
0507098.txt,2005,4,0.39201027
18063640-N01.txt,2018,2,0.56993765
09045720-b02.txt,2009,2,0.74070585
19086940-G04.txt,2020,11,0.46842209
10012130-n18.txt,2012,15,0.44867745
0310769-padi.txt,2004,2,0.80995035
17082700-I11.txt,2018,23,0.91826546
18019620-Q08.txt,2019,7,0.6436337
08023980-c19.txt,2011,15,0.47272027
0109098-padi.txt,2007,9,0.43396863
13056360-m08.txt,2014,24,0.61059785
9900113.txt,1999,19,0.7467633
07041110-o08.txt,2008,2,0.7101964
15070150-t12.txt,2016,7,0.69583577
0404591.txt,2004,11,0.7790787
08060000-w04.txt,2008,0,0.6722739
0202334-padi.txt,2003,15,0.5670672
11078590-m21.txt,2013,17,0.6677115
17101470-A11.txt,2018,7,0.47640502
17078150-Z04.txt,2018,9,0.29240954
13015370-b02.txt,2013,17,0.3866526
16044450-K12.txt,2017,9,0.47740963
17071870-F08.txt,2019,14,0.23575938
19031260-Z04.txt,2019,0,0.5794199
07073560-c09.txt,2011,17,0.36520964
19057440-E01.txt,2019,20,0.37061566
00063310-g05.txt,2001,8,0.29896432
07103830-k02.txt,2009,11,0.39570728
21006990-G01.txt,2021,8,0.4160579
0304641.txt,2004,21,0.38350365
19038990-B01.txt,2019,2,0.29359367
19054500-F04.txt,2019,22,0.72131747
NOPADI-NE-3-002-L.txt,1992,22,0.2848516
12060760-t04.txt,2012,2,0.3983394
PADI-LE-1-053-L.txt,1981,17,0.3164416
09053770-t28.txt,2011,23,0.4511091
18060200-Z12.txt,2019,7,0.6066995
19044280-M09.txt,2020,12,0.7623881
15037890-m01.txt,2015,2,0.33945772
9608787.txt,1999,2,0.22101763
22062980-O06.txt,2022,11,0.53210044
22046310-F04.txt,2022,11,0.37730473
9606972.txt,1997,21,0.36670816
20042210-Y01.txt,2020,11,0.42296612
98015620.txt,2000,7,0.53754467
0310146.txt,2003,11,0.58453625
06062190-f05-e.txt,2006,10,0.30904832
PADI-N-1-717-L.txt,1986,24,0.4687567
05093550-f03-e.txt,2007,2,0.57271487
10088470-z01.txt,2010,7,0.6904551
05059110-b03-e.txt,2005,7,0.8246423
PADI-NC-2-831-L.txt,1990,24,0.2626727
0001965.txt,2001,22,0.3472566
07031440-m07-e.txt,2007,11,0.5667037
05029370-a04-e.txt,2005,20,0.30928585
0503349.txt,2005,11,0.40556023
PADI-NC-2-037-L.txt,1990,18,0.54627234
17074460-A23.txt,2018,17,0.42872012
13018600-i14.txt,2014,11,0.29801902
05064830-r09.txt,2010,6,0.8746235
14043500-k03.txt,2014,4,0.25273594
16013930-E25.txt,2019,10,0.42949197
22004060-E02.txt,2022,2,0.76283133
07007650-o06.txt,2008,17,0.3220747
00025120-B05.txt,2000,11,0.28766254
13000960-l01.txt,2013,11,0.7453715
NOPADI-PX-6-240-L.txt,1994,16,0.32871565
09048520-t07.txt,2009,3,0.46239722
19024380-Z05.txt,2019,8,0.33305335
18015040-J05.txt,2018,7,0.5761092
11049020-z03.txt,2012,10,0.2965726
NOPADI-NX-4-016-L.txt,1987,5,0.6102318
0310191.txt,2005,7,0.8148662
16064590-e05.txt,2016,11,0.28096008
17050070-K18.txt,2018,7,0.57949466
13088250-l01.txt,2014,11,0.5498224
15056450-z04.txt,2016,13,0.33767918
04032380-p07-e.txt,2005,20,0.27657384
PADI-LE-1-317-L.txt,1981,13,0.4945589
14056770-h10.txt,2014,11,0.3694663
98082700-f03.txt,1999,11,0.391939
padi-lh-3-048-l.txt,1985,13,0.5794431
19009870-Z16.txt,2021,11,0.5046201
0500873.txt,2005,7,0.864933
PADI-NG-4-733-L.txt,1994,20,0.28482547
21089060-N02.txt,2021,7,0.64205235
80000248-HK.txt,1980,19,0.58555204
16067930-l01.txt,2016,8,0.42379287
11096590-t09.txt,2012,11,0.3904064
0303847.txt,2005,7,0.84710777
16046350-K28.txt,2020,6,0.7676085
11087780-b19.txt,2012,11,0.46842647
PADI-N-2-442-L.txt,1986,5,0.50392354
95045000.txt,1997,19,0.44590798
15058390-t04.txt,2015,23,0.69273055
08046680-m25.txt,2013,9,0.3213455
12007580-w01.txt,2012,4,0.4952846
18073960-Z07.txt,2019,19,0.59568465
12013770-o06.txt,2012,24,0.64374787
0201689-padi.txt,2003,0,0.70241344
20027100-R05.txt,2020,8,0.3721461
07049550-b05.txt,2010,17,0.37520137
13007640-v01.txt,2013,2,0.41659638
PADI-ND-1-467-L.txt,1991,1,0.6799432
04109030-s11-e.txt,2005,7,0.42940018
10078230-s04.txt,2011,20,0.42060527
11068610-k05.txt,2015,5,0.6799406
19034800-K08.txt,2020,1,0.2548798
NOPADI-PC-1-113-L.txt,1999,17,0.35415292
0208084.txt,2003,23,0.69122475
15039620-z09.txt,2016,11,0.4239352
16004540-e01.txt,2016,2,0.6851056
11047650-s05.txt,2011,11,0.37566447
19034100-N03.txt,2019,1,0.26679432
07003250-o03.txt,2009,17,0.57572436
14061330-t10.txt,2015,15,0.54101807
07019710-k20.txt,2012,7,0.5658558
06072390-z01-e.txt,2006,20,0.7060037
06039710-h04-e.txt,2006,13,0.3801884
03112440-r12.txt,2010,10,0.59900856
08060990-n05.txt,2010,7,0.54446906
09045390-k10.txt,2010,12,0.38029638
PADI-NC-2-192-L.txt,1990,21,0.46473104
PADI-NG-5-338-L.txt,1994,23,0.543394
14041150-v01.txt,2014,9,0.3191634
0505260.txt,2005,7,0.5232837
21046560-G03.txt,2021,2,0.4079439
PADI-NG-2-265-L.txt,1994,3,0.7678525
LX-3-203-L.txt,1977,13,0.44212732
0204443.txt,2003,5,0.5829358
05061850-c01-e.txt,2005,2,0.64092064
0210350.txt,2002,19,0.5712689
05048620-r05-e.txt,2005,17,0.32853732
15042670-t08.txt,2016,12,0.43605107
02035180s06.txt,2002,24,0.30718848
KE-1-381-L.txt,1972,18,0.29258043
0307610.txt,2004,19,0.2520218
16017870-v10.txt,2017,12,0.75918084
10030360-w04.txt,2010,21,0.5124056
NOPADI-NH-8-093-L.txt,1994,13,0.8267865
19075450-N01.txt,2019,0,0.5659961
PADI-LF-2-181-L.txt,1983,2,0.48850396
98059600.txt,1999,0,0.5379009
17054800-Z13.txt,2018,8,0.63040537
19034820-N03.txt,2019,8,0.34637597
08010690-o01.txt,2008,2,0.36386198
19035540-F14.txt,2020,12,0.46701407
NOPADI-P-8-057-L.txt,1997,10,0.3283507
10024720-m05.txt,2010,21,0.54473686
21082520-F06.txt,2022,23,0.72048175
06011610-e.txt,2007,23,0.3324499
9705062.txt,1999,9,0.43623614
07055970-p04-e.txt,2007,22,0.6124514
16016290-o04.txt,2016,23,0.78259254
9903939-padi.txt,2002,17,0.46390995
0207823.txt,2003,17,0.4057819
18058540-Z09.txt,2019,21,0.55923766
12047050-l03.txt,2012,11,0.45620877
21020530-N21.txt,2022,8,0.38180208
09056920-r02.txt,2009,7,0.6563664
padi-p-1-309-l.txt,1996,17,0.52312875
0506972.txt,2005,7,0.8376717
KG-2-827-L.txt,1974,13,0.406607
0103425.txt,2001,4,0.32722405
09080220-w01.txt,2009,2,0.4364681
11005010-h01.txt,2011,11,0.73512954
0302783.txt,2003,7,0.2769412
08079320-t05.txt,2009,21,0.58172613
21047080-Q04.txt,2021,2,0.34805533
03096280-r06-e.txt,2006,10,0.5209696
79000134-HK.txt,1979,16,0.38666067
09035800-n04.txt,2009,7,0.8574347
16031950-e03.txt,2016,19,0.6205375
79000665-HK.txt,1980,16,0.3274723
12044830-t12.txt,2014,8,0.4630049
PADI-LE-2-637-L.txt,1982,0,0.2792331
10090240-z01.txt,2011,11,0.5850039
12011110-m04.txt,2012,20,0.3858987
02083000-n48.txt,2012,9,0.4094915
80000407-HK.txt,1980,16,0.3417146
97002730.txt,1997,3,0.16654377
09005790-r01.txt,2009,11,0.29947072
04072350-s10-et.txt,2005,7,0.888454
09055230-m18.txt,2011,24,0.5975368
09091280-h04.txt,2010,20,0.28008
04054640-r05-e.txt,2005,20,0.64630044
16050890-E20.txt,2018,15,0.3674696
KA-1-332-L.txt,1968,13,0.44126344
15011740-c02.txt,2015,19,0.48106372
07011660-a11-e.txt,2008,24,0.6650929
PADI-ND-3-414-L.txt,1991,16,0.34877867
21081870-F01.txt,2021,2,0.35181484
07018000-o06.txt,2008,15,0.52675515
05047680-r12-e.txt,2006,24,0.33909386
16030010-o03.txt,2016,11,0.7747497
10031440-m01.txt,2010,11,0.70778173
07046960-m06.txt,2010,18,0.29670855
PADI-NX-4-670-L.txt,1987,7,0.41544685
08034270-v04.txt,2009,11,0.44667745
16077200-w06.txt,2017,11,0.30960947
09041050-c20.txt,2012,14,0.45573455
NOPADI-N-5-004-L.txt,1986,18,0.43570963
PADI-NB-2-818-L.txt,1989,19,0.5475873
07038320-b05.txt,2010,14,0.6763718
09011640-v05.txt,2009,11,0.5200915
14037330-t08.txt,2015,9,0.38762105
0308290.txt,2003,21,0.397772
19043060-A03.txt,2019,10,0.2533815
79000354-HK.txt,1979,22,0.45708674
NOPADI-NX-7-005-L.txt,1987,13,0.21545294
20025800-Z17.txt,2022,23,0.27452937
0403992-padi.txt,2004,21,0.45937046
12068380-l07.txt,2013,7,0.70401305
17077560-B06.txt,2018,11,0.702502
PADI-LF-4-490-L.txt,1983,5,0.72638416
17013510-t05.txt,2017,12,0.5624454
18061160-E01.txt,2018,2,0.53013414
PADI-LH-3-722-L.txt,1985,20,0.37743148
11056670-t24.txt,2015,24,0.32322443
PADI-LG-4-446-L.txt,1984,11,0.5872339
06069580-o02-e.txt,2006,2,0.41669357
07045000-n13-e.txt,2007,20,0.48039135
12093210-o03.txt,2013,23,0.35421324
17062400-Z09.txt,2018,8,0.6258908
18028300-E32.txt,2022,8,0.29585126
05026190-c10-et.txt,2006,12,0.2571607
08102430-w02.txt,2008,17,0.32737356
0207821.txt,2002,11,0.39661852
20006170-G08.txt,2021,14,0.3780328
10011040-w04.txt,2011,1,0.32407752
05099810-p07-e.txt,2007,12,0.31364843
02091980-a16.txt,2008,15,0.5767839
05084900-v01-e.txt,2005,11,0.49753407
20071440-M08.txt,2021,17,0.4942144
20047230-V06.txt,2021,11,0.5805927
07078440-r10.txt,2008,8,0.375653
20023490-G02.txt,2020,11,0.4413898
06101200-v01-e.txt,2006,11,0.49048245
20058340-Z02.txt,2020,8,0.29617846
05030710-n12.txt,2008,10,0.56509036
18080450-E02.txt,2019,4,0.51386493
20067710-F04.txt,2020,2,0.9252202
9605060.txt,2000,10,0.35086602
09028430-o04.txt,2009,21,0.48571587
KA-2-1013-L.txt,1968,16,0.39342374
22039460-O03.txt,2022,11,0.3710819
08098400-b02.txt,2010,7,0.8371004
19058810-O03.txt,2019,8,0.27319658
21025210-J01.txt,2021,21,0.28900257
18084610-O01.txt,2018,11,0.49758038
0502531.txt,2005,10,0.79096085
21004830-A07.txt,2021,2,0.67047006
padi-nf-4-037-l.txt,1993,24,0.33505654
10021260-t05.txt,2010,5,0.6427153
9706778-padi.txt,2004,15,0.38729355
79000302-HK-PADI.txt,1979,10,0.34612787
21016150-Z01.txt,2021,8,0.41885963
05093160-f20-e.txt,2008,24,0.61268014
10001770-m15.txt,2011,8,0.61576205
13032020-m03.txt,2013,2,0.57057095
PADI-NA-3-142-L.txt,1988,20,0.6906525
08072560-k06.txt,2009,5,0.5122809
11089080-m09.txt,2012,7,0.4464553
09029500-h02.txt,2009,11,0.36448228
10094110-s01.txt,2010,7,0.9551061
PADI-LE-2-491-L.txt,1982,13,0.35514703
15015570-l02.txt,2015,4,0.36750904
06001670-r01-e.txt,2006,20,0.58406943
13068310-m05.txt,2014,11,0.4993913
18024020-E06.txt,2018,19,0.31526595
0402257.txt,2004,20,0.3312918
PADI-NX-2-617-L.txt,1987,19,0.32678762
12022420-k09.txt,2013,12,0.26283458
09041110-b01.txt,2009,4,0.35472956
22054270-N05.txt,2022,0,0.61109555
0309171.txt,2004,2,0.570303
18086830-R01.txt,2018,11,0.9106159
06087490-t03-e.txt,2006,0,0.44671848
13066370-b02.txt,2014,24,0.44370744
PADI-NF-3-602-L.txt,1993,18,0.4854368
04001460-i07-e.txt,2006,14,0.8112729
14045600-z21.txt,2015,7,0.4953577
14086140-w02.txt,2015,11,0.5607596
18091350-B02.txt,2019,11,0.7719901
22016250-T03.txt,2022,12,0.49370116
12032370-z02.txt,2012,13,0.4317796
0301993a.txt,2003,20,0.6020534
0401004.txt,2005,18,0.4315943
07064730-m05-e.txt,2007,2,0.628308
15086290-v02.txt,2016,7,0.37894517
14080220-v04.txt,2015,4,0.65652263
07093150-a05.txt,2008,7,0.6424054
7700305.txt,2001,21,0.4939456
16071480-t04.txt,2016,19,0.34051073
10017580-m12.txt,2011,12,0.4713643
PADI-NA-4-777-L.txt,1989,20,0.32414237
16037910-v09.txt,2016,13,0.36783147
17099110-Q10.txt,2019,7,0.90057176
14076710-k34.txt,2016,19,0.3021404
09063140-g04.txt,2009,12,0.45853117
10010230-r02.txt,2010,2,0.3912576
16023700-k03.txt,2016,11,0.49733934
15028360-i05.txt,2015,11,0.42770073
13017450-t10.txt,2014,2,0.6085873
20086700-E05.txt,2021,12,0.6245829
14058100-z14.txt,2014,13,0.266373
PADI-NC-1-614-L.txt,1990,23,0.41709852
10003970-b13.txt,2011,9,0.20814164
08004280-r02-e.txt,2008,11,0.40870222
PADI-LG-1-694-L.txt,1984,10,0.2355784
20011820_K18.txt,2021,20,0.29556546
20073710-Y07.txt,2021,5,0.6273525
20072060-A08.txt,2020,4,0.30618754
22058720-C02.txt,2022,11,0.6498472
12070820-m08.txt,2013,12,0.40466493
05032870-t03-e.txt,2005,7,0.71312135
12032330-z08.txt,2013,11,0.5274597
PADI-LG-3-393-L.txt,1984,16,0.31693044
19084520-F15.txt,2022,1,0.50381905
19016430-F03.txt,2019,2,0.55310917
13055110-c05.txt,2014,5,0.94288325
21040120-J01.txt,2021,11,0.48254114
19056010-O02.txt,2019,2,0.5045035
06006990-p09-e.txt,2006,18,0.5007124
78000667-HK.txt,1979,16,0.21226344
20007140-O02.txt,2020,23,0.7548766
05081940-r13.txt,2010,19,0.19971514
08071810-w08.txt,2008,19,0.6742281
08106120-t06.txt,2009,7,0.3314644
17043930-Z14.txt,2018,11,0.31161588
13077170-o12.txt,2014,19,0.29512855
10080180-c01.txt,2010,11,0.51693135
14074010-m08.txt,2015,5,0.35649174
padi-nx-1-073-l.txt,1987,16,0.2054467
0007280a.txt,2000,0,0.46595803
PADI-NA-2-221-L.txt,1988,3,0.34751043
20088290-Q04.txt,2021,8,0.36897922
20086840-Q08.txt,2020,14,0.24789573
0409672.txt,2004,19,0.34668696
05022910-o03-e.txt,2005,4,0.4015511
9102971.txt,1992,16,0.2884502
22052330-R01.txt,2022,2,0.5872449
03014330-n47.txt,2008,11,0.24460877
0308723.txt,2004,24,0.40249205
06013860-n09.txt,2008,10,0.38432828
NOPADI-NH-2-117-L.txt,1993,16,0.43212783
04040820-s39.txt,2010,7,0.4912585
12010200-w02.txt,2012,11,0.8748541
22027540-Y01.txt,2022,11,0.5649301
10030810-t11.txt,2011,14,0.40126082
08098430-p04.txt,2009,20,0.7443907
17011740-m10.txt,2017,12,0.6101131
05014940-n01-e.txt,2005,24,0.49533835
9900394-padi.txt,2003,6,0.70050526
09026900-n05.txt,2010,4,0.3819526
18014520-J01.txt,2018,11,0.5708938
12001090-w07.txt,2012,24,0.7241618
19030740-O05.txt,2019,8,0.3625275
04085430-p08-e.txt,2005,2,0.5418654
09105230-z01.txt,2010,2,0.6745559
19048340-Q07.txt,2020,22,0.71876997
07096880-v38.txt,2010,24,0.44921133
20049850-E14.txt,2022,0,0.68441564
19041700-Y02.txt,2019,0,0.3132453
09074250-a17.txt,2013,14,0.5810176
16058660-m07.txt,2016,1,0.47591165
19033450-V15.txt,2021,0,0.36769783
11092950-s02.txt,2011,21,0.38405263
13069390-m05.txt,2014,10,0.33303422
20033040-Y02.txt,2020,0,0.47730857
19011250-B16.txt,2020,14,0.3155456
06040120-t13.txt,2008,21,0.22676212
19074910-Z09.txt,2020,0,0.45163828
18072570-M04.txt,2019,2,0.7017051
79000080-HK.txt,1979,16,0.37500903
PADI-N-2-235-L.txt,1986,13,0.5010538
11057360-s09.txt,2012,12,0.38439226
0001783.txt,2003,20,0.2549558
19085780-B01.txt,2020,2,0.46738812
06026580-p11-e.txt,2006,19,0.5516011
9905848.txt,2000,20,0.42354062
10090530-z02.txt,2011,11,0.8948357
9801384.txt,1998,20,0.43155348
05024670-n13.txt,2010,8,0.36403465
05095300-t10-e.txt,2008,14,0.55701655
16059720-v02.txt,2016,24,0.31763506
08104400-t04.txt,2009,11,0.303299
79000644-HK-12.txt,1979,2,0.6477458
0005361-padi.txt,2005,20,0.49767435
14077550-c18.txt,2016,9,0.26565546
9405392.txt,1997,19,0.5802324
12090980-b08.txt,2013,20,0.34688348
07103240-v10.txt,2008,0,0.32265025
11042830-z05.txt,2012,11,0.45259646
18021530-Z08.txt,2018,11,0.38787857
10049120-a44.txt,2016,8,0.55903643
07029460-s06-e.txt,2007,11,0.27189052
16009180-c18.txt,2016,8,0.31190628
16054650-i03.txt,2016,21,0.35119608
14047370-e05.txt,2014,2,0.46389368
15086120-v09.txt,2016,20,0.44575676
06044760-p08-e.txt,2006,7,0.35074317
15086490-v05.txt,2016,4,0.49949458
04064950-o10-e.txt,2006,12,0.65391546
17098120-J07.txt,2018,2,0.37505147
09099630-c10.txt,2011,10,0.3899001
13049470-04z.txt,2013,2,0.7029739
14003380-t05.txt,2014,11,0.31756267
07057970-h02-e.txt,2007,17,0.29180172
0507918.txt,2005,1,0.54442793
16059780-v01.txt,2016,2,0.524422
PADI-NG-4-285-L.txt,1994,4,0.57127744
17086270-Z25.txt,2018,8,0.361748
08100410-b28.txt,2014,7,0.69891864
12012470-h06.txt,2012,2,0.7418725
06008440-v16.txt,2008,15,0.4072829
06060570-c02-e.txt,2006,20,0.4024541
02012850-o38-e.txt,2006,22,0.34629026
9801227.txt,1998,7,0.29768595
11093110-e05.txt,2013,24,0.47891816
21022200-R04.txt,2021,8,0.53159827
18019480-O06.txt,2018,20,0.50256014
0208870.txt,2003,10,0.40481818
11087730-b18.txt,2012,19,0.52054673
13075570-c05.txt,2014,9,0.46379432
22053090-J04.txt,2022,8,0.30377883
13014400-k10.txt,2013,7,0.20512256
12077310-m04.txt,2013,11,0.56024677
12014660-v02.txt,2012,11,0.4966347
09046270-s14.txt,2013,1,0.24613753
13059770-v07.txt,2014,8,0.31343788
15016830-A68.txt,2020,8,0.46288607
78000716-HK.txt,1979,21,0.39812753
09021640-n14.txt,2011,1,0.35027286
KF-1-325-L.txt,1973,16,0.37286344
16044420-w07.txt,2016,2,0.436126
11043300-z02.txt,2012,11,0.6526465
16008420-Y24.txt,2018,6,0.7825706
16075710-Z06.txt,2019,6,0.31092852
04003040-b06-e.txt,2005,2,0.7395941
13066940-h15.txt,2015,12,0.4890235
06051480-r33.txt,2009,7,0.5197898
05074300-o03-e.txt,2007,11,0.26574802
13012160-w03.txt,2013,4,0.31956625
05113610-s06-e.txt,2006,17,0.30418405
KA-2-788-L.txt,1968,16,0.36338302
0304838-padi.txt,2005,18,0.5527582
18055670-J04.txt,2018,11,0.4198573
13006570-v08.txt,2013,2,0.30152375
16034670-t08.txt,2016,8,0.2627949
15015290-e12.txt,2016,22,0.6419395
07016780-p13.txt,2009,15,0.43422505
0202346.txt,2002,2,0.50804293
00036670.txt,2000,13,0.4061129
07053460-r01-e.txt,2007,3,0.46101964
18060370-Z02.txt,2019,2,0.71528095
14075900-c10.txt,2015,24,0.5659327
11089380-k13.txt,2015,18,0.36686796
19054740-Z01.txt,2019,11,0.4465615
NOPADI-P-3-091-L.txt,1997,13,0.7237337
15056660-z02.txt,2016,18,0.3848768
LA-2-100-L.txt,1978,24,0.6197934
14002900-h04.txt,2014,7,0.7652208
00003890-I02.txt,2000,11,0.64046186
NOPADI-NH-3-010-L.txt,1993,24,0.71536666
18033580-G15.txt,2019,0,0.46492398
18074250-M04.txt,2019,0,0.5508573
0009056.txt,2001,20,0.80674815
00003900-G02.txt,2000,11,0.3495068
09104240-z08.txt,2010,8,0.2798288
19032430-M08.txt,2020,24,0.52961946
0105678.txt,2001,5,0.6843207
