,filename,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0000010.txt,0.0,0.08135027,0.0,0.10571277,0.0,0.0,0.0,0.0,0.04298794,0.0,0.0,0.03803553,0.0,0.16400802,0.0,0.0,0.0688596,0.013316153,0.0,0.0,0.0,0.0,0.0,0.0,0.4631932
1,00001480-I02.txt,0.0,0.0,0.0,0.0,0.18116811,0.0,0.0,0.050262086,0.0,0.0,0.021616299,0.30465946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3996572,0.0,0.0,0.0
2,0000151.txt,0.0,0.0,0.24155097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08561479,0.0,0.0,0.0,0.0,0.09957443,0.04252754,0.0,0.079577185,0.0,0.0,0.0,0.0,0.4340928
3,00002290-U03.txt,0.0,0.17267486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21860684,0.14397119,0.0,0.031441007,0.0,0.0,0.0,0.0,0.0,0.0,0.40631825,0.0,0.0,0.0
4,00002330-V03.txt,0.0916715,0.0,0.0,0.18901101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4154015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20449837,0.0,0.0,0.0,0.0
5,00002860-I02.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37197042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105390675,0.46199954,0.0,0.0,0.0
6,0000288.txt,0.0,0.0,0.0,0.03776326,0.0,0.0,0.0,0.0,0.029115375,0.013378737,0.0,0.0,0.0,0.011573402,0.025425667,0.022616606,0.26417893,0.0,0.0,0.0,0.0,0.0,0.022421055,0.0,0.5504178
7,0000293.txt,0.0,0.0,0.68383455,0.020820603,0.04080524,0.0,0.022046944,0.017052412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029025866,0.09699564,0.0,0.0,0.0,0.055217028,0.0,0.03133568,0.0,0.0
8,00002990-P02.txt,0.0,0.19382966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34437788,0.0,0.0,0.0,0.0,0.0,0.10603753,0.0,0.13542749,0.0,0.09982817,0.0,0.0,0.0
9,00003100-L03.txt,0.25991884,0.039615385,0.0,0.12023763,0.0,0.0,0.0,0.27905893,0.0,0.0,0.0,0.1680193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08002772,0.0,0.0,0.0,0.0,0.0
10,0000314.txt,0.025698174,0.0,0.0,0.0,0.0,0.0,0.0,0.058835894,0.0,0.0,0.0,0.15243283,0.038436834,0.0,0.081630185,0.0,0.024714809,0.39180657,0.017366167,0.043656096,0.0,0.0,0.0,0.0,0.15940185
11,00003190-G03.txt,0.0,0.0,0.16400334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51566374,0.0,0.0,0.0,0.0,0.12497687,0.0,0.0,0.1252411,0.0,0.0,0.0,0.0,0.0
12,00003200-G02.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34864566,0.2366507,0.0,0.0,0.0,0.0,0.0,0.0,0.24981362,0.042928208,0.0,0.0,0.0,0.0
13,00003320.txt,0.0,0.0,0.0,0.0,0.0,0.033350382,0.0,0.0,0.27132514,0.0,0.0,0.12903869,0.0,0.13054538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031846043,0.39406788
14,00003500-A03.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07397051,0.0,0.0,0.0,0.5319947,0.31633893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,00003700-V09.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49464896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26455674,0.0,0.0,0.0,0.0,0.1490287
16,00003780-A03.txt,0.0,0.1416738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06752421,0.6537494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,00003890-I02.txt,0.0,0.0,0.0,0.0,0.10277025,0.0,0.0,0.0,0.04605833,0.0,0.0,0.64046186,0.0,0.0,0.0,0.0,0.1071545,0.0,0.0,0.06733131,0.0,0.0,0.0,0.0,0.0
18,00003900-G02.txt,0.0,0.0,0.0,0.0,0.056146115,0.0,0.0,0.0,0.0,0.0,0.0,0.3495068,0.0,0.26293463,0.0,0.0,0.0,0.0,0.0,0.24208526,0.0,0.0,0.0,0.0,0.0
19,00003920-A02.txt,0.0,0.0,0.0,0.0,0.1252521,0.0,0.0,0.22576413,0.0,0.0,0.0,0.3809852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18239987,0.0,0.0,0.0,0.0,0.0
20,00003980-G03.txt,0.0,0.058094174,0.0,0.0,0.0,0.0,0.0,0.08026045,0.0,0.0,0.0,0.45160457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19561933,0.1474429,0.0,0.0,0.0,0.0
21,00003990-V04.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29094186,0.0,0.0,0.0,0.38013777,0.0,0.0,0.0,0.0,0.0,0.0,0.068260185,0.0597134,0.0,0.050325338,0.0,0.0,0.0
22,00004240-L04.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1896531,0.0,0.0,0.0,0.2123347,0.22692028,0.0,0.0,0.0,0.0,0.0,0.0,0.25249103,0.0,0.0,0.0,0.0,0.0
23,00004360-I02.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.630982,0.0,0.0,0.0,0.0,0.17614894,0.0,0.0,0.114269845,0.0,0.0,0.0,0.0,0.0
24,00004570-A05.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19310841,0.0,0.0,0.0,0.48400635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19087045,0.0,0.0,0.0,0.0
25,00004860-V05.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.07975707,0.42509896,0.0,0.0,0.0,0.1857081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1762973,0.0,0.0,0.0,0.0
26,00004940-V02.txt,0.0,0.37010846,0.0,0.0,0.0,0.0,0.05757306,0.0,0.0,0.0,0.0,0.38330114,0.0,0.0,0.0,0.0,0.0,0.059346095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,00005130-V02.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6164106,0.0,0.0,0.0,0.0,0.0,0.1404738,0.0,0.0,0.0,0.0,0.07679359,0.0,0.0
