filename,years,max_year,num_unique_years
22049510-A04.txt,2022,2022,1
PADI-LG-4-599-L.txt,1985,1985,1
13006670-v16.txt,2015,2015,1
00020490-L03.txt,2000,2000,1
00015780-A04.txt,2000,2000,1
06041710-r06-e.txt,2006,2006,1
17020520-k05.txt,2017,2017,1
99045060.txt,1999,1999,1
17042440-O07.txt,2018,2018,1
0005875.txt,2000,2000,1
21070520-Y01.txt,2021,2021,1
19084820-B04.txt,2020,2020,1
LX-3-657-L.txt,1977,1977,1
22011220-R11.txt,2023,2023,1
22086200-E03.txt,2022,2022,1
99068680.txt,1999,1999,1
16048780-m01.txt,2016,2016,1
9705843.txt,1998,1998,1
06015550-n03-e.txt,2006,2006,1
16080720-m02.txt,2017,2017,1
PADI-NB-1-501-L.txt,"1988, 1989, 1989",1989,2
06096820-c04.txt,"2006, 2008",2008,2
21045450-G01.txt,2021,2021,1
21081960-Z04.txt,"2021, 2021",2021,1
15030610-v01.txt,2015,2015,1
17042740-Z14.txt,2018,2018,1
L-3-493-L.txt,1976,1976,1
09099160-s03.txt,"1990, 2010",2010,2
05043800-a04-e.txt,2006,2006,1
18014330-J04.txt,2018,2018,1
21031770-E01.txt,2021,2021,1
05110870-p63.txt,2012,2012,1
18092150-G01.txt,"2018, 2017, 2019",2019,3
04108050-n02.txt,2004,2004,1
040003992.txt,2004,2004,1
17072800-R18.txt,2018,2018,1
14087820-k14.txt,2017,2017,1
09046220-s08.txt,2009,2009,1
14001170-k03.txt,2014,2014,1
05048820-t06-e.txt,"2005, 2006",2006,2
13019530-K09.txt,2018,2018,1
padi-p-4-793-l.txt,1996,1996,1
15074350-i02.txt,2015,2015,1
17034580-G24.txt,2019,2019,1
07088720-e13.txt,"2007, 2010",2010,2
KD-2-087-L.txt,1971,1971,1
0008404.txt,2001,2001,1
09068100-t19.txt,2010,2010,1
18052310-Y02.txt,2018,2018,1
16081530-A08.txt,2018,2018,1
15056570-t13.txt,2016,2016,1
PADI-NF-1-163-L.txt,1993,1993,1
05040110-r17-e.txt,2008,2008,1
padi-nb-4-577-l.txt,"1983, 1989",1989,2
12036220-c02.txt,2012,2012,1
16063290-z02.txt,2016,2016,1
04026760-f03.txt,2004,2004,1
PADI-LH-3-645-L.txt,1985,1985,1
04066730-s03-e.txt,2005,2005,1
06067450-t09-e.txt,2007,2007,1
11017050-n01.txt,2011,2011,1
padi-nb-2-179-l.txt,1989,1989,1
9902274.txt,1994,1994,1
12081880-t06.txt,2012,2012,1
22019850-R01.txt,2022,2022,1
18069050-R04.txt,"2018, 2018",2018,1
PADI-P-2-822-L.txt,1996,1996,1
0402484.txt,2004,2004,1
15078060-g05.txt,2015,2015,1
12009360-w02.txt,2012,2012,1
11021420-t04.txt,2011,2011,1
13068640-m02.txt,2013,2013,1
0408340.txt,2005,2005,1
KE-1-118-L.txt,1971,1971,1
LA-3-608-L.txt,"1978, 1978",1978,1
20040500-Y07.txt,"2020, 2019",2020,2
NOPADI-NE-1-151-L.txt,"1990, 1992, 1990, 1984",1992,3
05062790-v07-e.txt,2005,2005,1
12006810-s06.txt,2012,2012,1
11093240-e05.txt,"2011, 2013",2013,2
10057140-s01.txt,"2010, 2007, 2010",2010,2
L-2-449-L.txt,1976,1976,1
0209577.txt,2002,2002,1
79000208-HK2.txt,1979,1979,1
0405116.txt,2004,2004,1
19018950-O03.txt,2019,2019,1
04051280-m11.txt,"2004, 2008",2008,2
PADI-NC-2-463-L.txt,1990,1990,1
21069470-O01.txt,2021,2021,1
18063220-N20.txt,"2018, 2021",2021,2
22041270-C01.txt,2022,2022,1
18047360-N01.txt,"2014, 2018",2018,2
21045810-S04.txt,"2021, 2021",2021,1
21018490-F01.txt,"2021, 2020, 2021",2021,2
13033840-i14.txt,"2014, 2013",2014,2
NOPADI-NC-8-038-L.txt,"1990, 1990, 1990, 1990, 1990",1990,1
05058310-b14-e.txt,2006,2006,1
NOPADI-NC-7-135-L.txt,1990,1990,1
19023560-N03.txt,2019,2019,1
12051050-t04.txt,2012,2012,1
0406437.txt,2004,2004,1
22068700-P01.txt,2022,2022,1
PADI-NB-2-862-L.txt,"1988, 1988",1988,1
06007080-r07-e.txt,"1988, 2007",2007,2
13087870-c13.txt,2014,2014,1
06004790-h01-e.txt,2006,2006,1
20003730-V09.txt,2021,2021,1
NOPADI-NG-8-076-L.txt,1993,1993,1
0504546.txt,2005,2005,1
19041410-J01.txt,2019,2019,1
20086480-Y11.txt,2021,2021,1
PADI-NH-5-064-L.txt,1995,1995,1
14049740-t02.txt,2014,2014,1
10018220-v02.txt,"2009, 2008, 2010",2010,3
PADI-NF-1-878-L.txt,1993,1993,1
17045000-O12.txt,2019,2019,1
13026680-v02.txt,2013,2013,1
0506437.txt,2005,2005,1
07001250-v06-e.txt,2007,2007,1
0207200.txt,2005,2005,1
13010480-z08.txt,2013,2013,1
18047710-N08.txt,2019,2019,1
0007247.txt,2000,2000,1
11035540-t05.txt,2011,2011,1
07047950-t11.txt,2009,2009,1
21002670-M02.txt,2021,2021,1
09021410-m15.txt,"2009, 2010",2010,2
padi-ng-2-001-l.txt,1994,1994,1
06083970-n43.txt,"2010, 2010",2010,1
0008497-padi.txt,2003,2003,1
0305432-padi.txt,2004,2004,1
0501671-padi.txt,2005,2005,1
05029080-n08.txt,2008,2008,1
06062500-z07-e.txt,2007,2007,1
0400913.txt,2004,2004,1
11004920-c06.txt,2011,2011,1
16079460-A06.txt,2018,2018,1
NOPADI-NB-8-056-L.txt,1989,1989,1
07102730-k02-e.txt,2007,2007,1
0001622.txt,2000,2000,1
l-1-837-l.txt,1976,1976,1
PADI-NB-3-673-L.txt,1989,1989,1
16082080-o05.txt,2016,2016,1
PADI-P-1-541-L.txt,1996,1996,1
16011250-c08.txt,2016,2016,1
15035460-c05.txt,2016,2016,1
11097330-s13.txt,2013,2013,1
19017900-D03.txt,"2017, 1999, 2018, 2020, 2020, 2005, 2008, 2014, 2018, 2020",2020,7
12034470-h06.txt,2013,2013,1
0507098.txt,2005,2005,1
18063640-N01.txt,2018,2018,1
09045720-b02.txt,2009,2009,1
19086940-G04.txt,2020,2020,1
10012130-n18.txt,2012,2012,1
0310769-padi.txt,2004,2004,1
17082700-I11.txt,2018,2018,1
18019620-Q08.txt,2019,2019,1
08023980-c19.txt,"2008, 2011",2011,2
0109098-padi.txt,"2004, 2002, 2000, 2000, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2007, 2001, 2000, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2004",2007,5
13056360-m08.txt,2014,2014,1
9900113.txt,1999,1999,1
07041110-o08.txt,2008,2008,1
15070150-t12.txt,2016,2016,1
0404591.txt,2004,2004,1
08060000-w04.txt,2008,2008,1
0202334-padi.txt,2003,2003,1
11078590-m21.txt,2013,2013,1
17101470-A11.txt,2018,2018,1
17078150-Z04.txt,2018,2018,1
13015370-b02.txt,2013,2013,1
16044450-K12.txt,2017,2017,1
17071870-F08.txt,"2017, 2019, 2019",2019,2
19031260-Z04.txt,2019,2019,1
07073560-c09.txt,2011,2011,1
19057440-E01.txt,2019,2019,1
00063310-g05.txt,"2001, 2001",2001,1
07103830-k02.txt,2009,2009,1
21006990-G01.txt,2021,2021,1
0304641.txt,"2004, 2003, 2004, 2004",2004,2
19038990-B01.txt,"2017, 2019",2019,2
19054500-F04.txt,2019,2019,1
NOPADI-NE-3-002-L.txt,1992,1992,1
12060760-t04.txt,2012,2012,1
PADI-LE-1-053-L.txt,1981,1981,1
09053770-t28.txt,2011,2011,1
18060200-Z12.txt,"2018, 2019",2019,2
19044280-M09.txt,2020,2020,1
15037890-m01.txt,2015,2015,1
9608787.txt,1999,1999,1
22062980-O06.txt,2022,2022,1
22046310-F04.txt,2022,2022,1
9606972.txt,1997,1997,1
20042210-Y01.txt,2020,2020,1
98015620.txt,2000,2000,1
0310146.txt,2003,2003,1
06062190-f05-e.txt,"2005, 2005, 2006",2006,2
PADI-N-1-717-L.txt,"1985, 1986",1986,2
05093550-f03-e.txt,"2007, 2007",2007,1
10088470-z01.txt,2010,2010,1
05059110-b03-e.txt,"2004, 2004, 2005",2005,2
PADI-NC-2-831-L.txt,1990,1990,1
0001965.txt,2001,2001,1
07031440-m07-e.txt,2007,2007,1
05029370-a04-e.txt,2005,2005,1
0503349.txt,2005,2005,1
PADI-NC-2-037-L.txt,1990,1990,1
17074460-A23.txt,2018,2018,1
13018600-i14.txt,"2012, 2014",2014,2
05064830-r09.txt,2010,2010,1
14043500-k03.txt,2014,2014,1
16013930-E25.txt,2019,2019,1
22004060-E02.txt,2022,2022,1
07007650-o06.txt,2008,2008,1
00025120-B05.txt,2000,2000,1
13000960-l01.txt,2013,2013,1
NOPADI-PX-6-240-L.txt,1994,1994,1
09048520-t07.txt,2009,2009,1
19024380-Z05.txt,2019,2019,1
18015040-J05.txt,2018,2018,1
11049020-z03.txt,2012,2012,1
NOPADI-NX-4-016-L.txt,1987,1987,1
0310191.txt,2005,2005,1
16064590-e05.txt,2016,2016,1
17050070-K18.txt,2018,2018,1
13088250-l01.txt,2014,2014,1
15056450-z04.txt,2016,2016,1
04032380-p07-e.txt,2005,2005,1
PADI-LE-1-317-L.txt,1981,1981,1
14056770-h10.txt,2014,2014,1
98082700-f03.txt,1999,1999,1
padi-lh-3-048-l.txt,1985,1985,1
19009870-Z16.txt,2021,2021,1
0500873.txt,2005,2005,1
PADI-NG-4-733-L.txt,1994,1994,1
21089060-N02.txt,2021,2021,1
80000248-HK.txt,1980,1980,1
16067930-l01.txt,2016,2016,1
11096590-t09.txt,2012,2012,1
0303847.txt,2005,2005,1
16046350-K28.txt,"2020, 2020",2020,1
11087780-b19.txt,2012,2012,1
PADI-N-2-442-L.txt,1986,1986,1
95045000.txt,1997,1997,1
15058390-t04.txt,2015,2015,1
08046680-m25.txt,2013,2013,1
12007580-w01.txt,2012,2012,1
18073960-Z07.txt,2019,2019,1
12013770-o06.txt,2012,2012,1
0201689-padi.txt,2003,2003,1
20027100-R05.txt,2020,2020,1
07049550-b05.txt,2010,2010,1
13007640-v01.txt,2013,2013,1
PADI-ND-1-467-L.txt,1991,1991,1
04109030-s11-e.txt,2005,2005,1
10078230-s04.txt,2011,2011,1
11068610-k05.txt,2015,2015,1
19034800-K08.txt,2020,2020,1
NOPADI-PC-1-113-L.txt,1999,1999,1
0208084.txt,2003,2003,1
15039620-z09.txt,2016,2016,1
16004540-e01.txt,2016,2016,1
11047650-s05.txt,2011,2011,1
19034100-N03.txt,2019,2019,1
07003250-o03.txt,2009,2009,1
14061330-t10.txt,2015,2015,1
07019710-k20.txt,2012,2012,1
06072390-z01-e.txt,2006,2006,1
06039710-h04-e.txt,2006,2006,1
03112440-r12.txt,"1998, 1997, 1997, 2010",2010,3
08060990-n05.txt,2010,2010,1
09045390-k10.txt,"2009, 2010",2010,2
PADI-NC-2-192-L.txt,1990,1990,1
PADI-NG-5-338-L.txt,1994,1994,1
14041150-v01.txt,2014,2014,1
0505260.txt,2005,2005,1
21046560-G03.txt,"2021, 2021",2021,1
PADI-NG-2-265-L.txt,1994,1994,1
LX-3-203-L.txt,1977,1977,1
0204443.txt,2003,2003,1
05061850-c01-e.txt,2005,2005,1
0210350.txt,2002,2002,1
05048620-r05-e.txt,2005,2005,1
15042670-t08.txt,2016,2016,1
02035180s06.txt,2002,2002,1
KE-1-381-L.txt,1972,1972,1
0307610.txt,"2003, 2003, 2003, 2003, 2003, 2003, 2003, 2003, 2003, 2003, 2004",2004,2
16017870-v10.txt,"2017, 2012",2017,2
10030360-w04.txt,2010,2010,1
NOPADI-NH-8-093-L.txt,1994,1994,1
19075450-N01.txt,2019,2019,1
PADI-LF-2-181-L.txt,1983,1983,1
98059600.txt,1999,1999,1
17054800-Z13.txt,2018,2018,1
19034820-N03.txt,2019,2019,1
08010690-o01.txt,2008,2008,1
19035540-F14.txt,"2019, 2020",2020,2
NOPADI-P-8-057-L.txt,1997,1997,1
10024720-m05.txt,2010,2010,1
21082520-F06.txt,2022,2022,1
06011610-e.txt,2007,2007,1
9705062.txt,1999,1999,1
07055970-p04-e.txt,2007,2007,1
16016290-o04.txt,"2016, 2016",2016,1
9903939-padi.txt,2002,2002,1
0207823.txt,"1983, 2003",2003,2
18058540-Z09.txt,2019,2019,1
12047050-l03.txt,2012,2012,1
21020530-N21.txt,2022,2022,1
09056920-r02.txt,2009,2009,1
padi-p-1-309-l.txt,1996,1996,1
0506972.txt,2005,2005,1
KG-2-827-L.txt,1974,1974,1
0103425.txt,2001,2001,1
09080220-w01.txt,"2009, 2007, 2009",2009,2
11005010-h01.txt,2011,2011,1
0302783.txt,2003,2003,1
08079320-t05.txt,2009,2009,1
21047080-Q04.txt,"2021, 2021, 2021",2021,1
03096280-r06-e.txt,2006,2006,1
79000134-HK.txt,1979,1979,1
09035800-n04.txt,2009,2009,1
16031950-e03.txt,2016,2016,1
79000665-HK.txt,1980,1980,1
12044830-t12.txt,2014,2014,1
PADI-LE-2-637-L.txt,"1982, 1982",1982,1
10090240-z01.txt,"2005, 1997, 2011",2011,3
12011110-m04.txt,2012,2012,1
02083000-n48.txt,2012,2012,1
80000407-HK.txt,1980,1980,1
97002730.txt,1997,1997,1
09005790-r01.txt,2009,2009,1
04072350-s10-et.txt,2005,2005,1
09055230-m18.txt,"2010, 2009, 2011",2011,3
09091280-h04.txt,"2007, 2004, 1997, 2010, 1986",2010,5
04054640-r05-e.txt,"2004, 2005",2005,2
16050890-E20.txt,"2016, 2018",2018,2
KA-1-332-L.txt,1968,1968,1
15011740-c02.txt,2015,2015,1
07011660-a11-e.txt,2008,2008,1
PADI-ND-3-414-L.txt,1991,1991,1
21081870-F01.txt,"2016, 2019, 2021",2021,3
07018000-o06.txt,2008,2008,1
05047680-r12-e.txt,2006,2006,1
16030010-o03.txt,2016,2016,1
10031440-m01.txt,2010,2010,1
07046960-m06.txt,2010,2010,1
PADI-NX-4-670-L.txt,1987,1987,1
08034270-v04.txt,2009,2009,1
16077200-w06.txt,2017,2017,1
09041050-c20.txt,2012,2012,1
NOPADI-N-5-004-L.txt,1986,1986,1
PADI-NB-2-818-L.txt,1989,1989,1
07038320-b05.txt,"2005, 2010",2010,2
09011640-v05.txt,2009,2009,1
14037330-t08.txt,2015,2015,1
0308290.txt,2003,2003,1
19043060-A03.txt,2019,2019,1
79000354-HK.txt,1979,1979,1
NOPADI-NX-7-005-L.txt,"1986, 1987, 1986, 1986",1987,2
20025800-Z17.txt,"2021, 2020, 2022, 2021",2022,3
0403992-padi.txt,2004,2004,1
12068380-l07.txt,2013,2013,1
17077560-B06.txt,2018,2018,1
PADI-LF-4-490-L.txt,1983,1983,1
17013510-t05.txt,2017,2017,1
18061160-E01.txt,2018,2018,1
PADI-LH-3-722-L.txt,1985,1985,1
11056670-t24.txt,2015,2015,1
PADI-LG-4-446-L.txt,1984,1984,1
06069580-o02-e.txt,2006,2006,1
07045000-n13-e.txt,2007,2007,1
12093210-o03.txt,2013,2013,1
17062400-Z09.txt,2018,2018,1
18028300-E32.txt,"2021, 2022",2022,2
05026190-c10-et.txt,2006,2006,1
08102430-w02.txt,2008,2008,1
0207821.txt,2002,2002,1
20006170-G08.txt,"2016, 2021",2021,2
10011040-w04.txt,2011,2011,1
05099810-p07-e.txt,2007,2007,1
02091980-a16.txt,2008,2008,1
05084900-v01-e.txt,2005,2005,1
20071440-M08.txt,2021,2021,1
20047230-V06.txt,"2020, 2021",2021,2
07078440-r10.txt,2008,2008,1
20023490-G02.txt,2020,2020,1
06101200-v01-e.txt,2006,2006,1
20058340-Z02.txt,2020,2020,1
05030710-n12.txt,2008,2008,1
18080450-E02.txt,2019,2019,1
20067710-F04.txt,2020,2020,1
9605060.txt,2000,2000,1
09028430-o04.txt,2009,2009,1
KA-2-1013-L.txt,1968,1968,1
22039460-O03.txt,2022,2022,1
08098400-b02.txt,2010,2010,1
19058810-O03.txt,2019,2019,1
21025210-J01.txt,2021,2021,1
18084610-O01.txt,2018,2018,1
0502531.txt,"2004, 2005",2005,2
21004830-A07.txt,2021,2021,1
padi-nf-4-037-l.txt,1993,1993,1
10021260-t05.txt,2010,2010,1
9706778-padi.txt,2004,2004,1
79000302-HK-PADI.txt,1979,1979,1
21016150-Z01.txt,2021,2021,1
05093160-f20-e.txt,"2007, 2003, 2008",2008,3
10001770-m15.txt,2011,2011,1
13032020-m03.txt,2013,2013,1
PADI-NA-3-142-L.txt,1988,1988,1
08072560-k06.txt,2009,2009,1
11089080-m09.txt,2012,2012,1
09029500-h02.txt,"2009, 2009",2009,1
10094110-s01.txt,2010,2010,1
PADI-LE-2-491-L.txt,1982,1982,1
15015570-l02.txt,2015,2015,1
06001670-r01-e.txt,2006,2006,1
13068310-m05.txt,2014,2014,1
18024020-E06.txt,2018,2018,1
0402257.txt,2004,2004,1
PADI-NX-2-617-L.txt,1987,1987,1
12022420-k09.txt,2013,2013,1
09041110-b01.txt,2009,2009,1
22054270-N05.txt,2022,2022,1
0309171.txt,"2003, 2004",2004,2
18086830-R01.txt,"2018, 2018",2018,1
06087490-t03-e.txt,2006,2006,1
13066370-b02.txt,2014,2014,1
PADI-NF-3-602-L.txt,1993,1993,1
04001460-i07-e.txt,2006,2006,1
14045600-z21.txt,2015,2015,1
14086140-w02.txt,2015,2015,1
18091350-B02.txt,2019,2019,1
22016250-T03.txt,2022,2022,1
12032370-z02.txt,2012,2012,1
0301993a.txt,2003,2003,1
0401004.txt,2005,2005,1
07064730-m05-e.txt,"2007, 2006",2007,2
15086290-v02.txt,2016,2016,1
14080220-v04.txt,2015,2015,1
07093150-a05.txt,"2004, 2008",2008,2
7700305.txt,"1977, 1977, 1977, 1977, 2001, 1977",2001,2
16071480-t04.txt,2016,2016,1
10017580-m12.txt,2011,2011,1
PADI-NA-4-777-L.txt,1989,1989,1
16037910-v09.txt,2016,2016,1
17099110-Q10.txt,2019,2019,1
14076710-k34.txt,2016,2016,1
09063140-g04.txt,2009,2009,1
10010230-r02.txt,2010,2010,1
16023700-k03.txt,2016,2016,1
15028360-i05.txt,2015,2015,1
13017450-t10.txt,2014,2014,1
20086700-E05.txt,"2020, 2021",2021,2
14058100-z14.txt,2014,2014,1
PADI-NC-1-614-L.txt,1990,1990,1
10003970-b13.txt,"2010, 2011",2011,2
08004280-r02-e.txt,2008,2008,1
PADI-LG-1-694-L.txt,1984,1984,1
20011820_K18.txt,2021,2021,1
20073710-Y07.txt,2021,2021,1
20072060-A08.txt,2020,2020,1
22058720-C02.txt,2022,2022,1
12070820-m08.txt,2013,2013,1
05032870-t03-e.txt,2005,2005,1
12032330-z08.txt,2013,2013,1
PADI-LG-3-393-L.txt,"1984, 1983, 1983, 1983, 1983, 1983, 1984",1984,2
19084520-F15.txt,2022,2022,1
19016430-F03.txt,"2018, 2019",2019,2
13055110-c05.txt,2014,2014,1
21040120-J01.txt,2021,2021,1
19056010-O02.txt,2019,2019,1
06006990-p09-e.txt,2006,2006,1
78000667-HK.txt,1979,1979,1
20007140-O02.txt,2020,2020,1
05081940-r13.txt,2010,2010,1
08071810-w08.txt,"2008, 2008",2008,1
08106120-t06.txt,2009,2009,1
17043930-Z14.txt,"2018, 2017",2018,2
13077170-o12.txt,"2013, 2014",2014,2
10080180-c01.txt,2010,2010,1
14074010-m08.txt,"2014, 2015",2015,2
padi-nx-1-073-l.txt,1987,1987,1
0007280a.txt,2000,2000,1
PADI-NA-2-221-L.txt,1988,1988,1
20088290-Q04.txt,2021,2021,1
20086840-Q08.txt,2020,2020,1
0409672.txt,2004,2004,1
05022910-o03-e.txt,2005,2005,1
9102971.txt,1992,1992,1
22052330-R01.txt,2022,2022,1
03014330-n47.txt,2008,2008,1
0308723.txt,"2003, 2004",2004,2
06013860-n09.txt,2008,2008,1
NOPADI-NH-2-117-L.txt,"1993, 1993",1993,1
04040820-s39.txt,"2008, 2010",2010,2
12010200-w02.txt,2012,2012,1
22027540-Y01.txt,2022,2022,1
10030810-t11.txt,2011,2011,1
08098430-p04.txt,2009,2009,1
17011740-m10.txt,2017,2017,1
05014940-n01-e.txt,2005,2005,1
9900394-padi.txt,2003,2003,1
09026900-n05.txt,2010,2010,1
18014520-J01.txt,2018,2018,1
12001090-w07.txt,2012,2012,1
19030740-O05.txt,2019,2019,1
04085430-p08-e.txt,2005,2005,1
09105230-z01.txt,"2007, 2010",2010,2
19048340-Q07.txt,2020,2020,1
07096880-v38.txt,2010,2010,1
20049850-E14.txt,2022,2022,1
19041700-Y02.txt,2019,2019,1
09074250-a17.txt,2013,2013,1
16058660-m07.txt,2016,2016,1
19033450-V15.txt,"2021, 2021",2021,1
11092950-s02.txt,2011,2011,1
13069390-m05.txt,2014,2014,1
20033040-Y02.txt,2020,2020,1
19011250-B16.txt,2020,2020,1
06040120-t13.txt,2008,2008,1
19074910-Z09.txt,"2019, 2020",2020,2
18072570-M04.txt,2019,2019,1
79000080-HK.txt,1979,1979,1
PADI-N-2-235-L.txt,1986,1986,1
11057360-s09.txt,2012,2012,1
0001783.txt,2003,2003,1
19085780-B01.txt,"2018, 2020",2020,2
06026580-p11-e.txt,2006,2006,1
9905848.txt,2000,2000,1
10090530-z02.txt,2011,2011,1
9801384.txt,1998,1998,1
05024670-n13.txt,2010,2010,1
05095300-t10-e.txt,"2005, 2007, 2007, 2007, 2006, 2006, 2006, 2006, 2006, 2005, 2005, 2005, 2005, 2005, 2005, 2004, 2003, 2001, 1994, 1989, 1989, 2008",2008,9
16059720-v02.txt,2016,2016,1
08104400-t04.txt,2009,2009,1
79000644-HK-12.txt,1979,1979,1
0005361-padi.txt,2005,2005,1
14077550-c18.txt,2016,2016,1
9405392.txt,1997,1997,1
12090980-b08.txt,2013,2013,1
07103240-v10.txt,2008,2008,1
11042830-z05.txt,2012,2012,1
18021530-Z08.txt,2018,2018,1
10049120-a44.txt,2016,2016,1
07029460-s06-e.txt,2007,2007,1
16009180-c18.txt,2016,2016,1
16054650-i03.txt,2016,2016,1
14047370-e05.txt,2014,2014,1
15086120-v09.txt,"2013, 2016",2016,2
06044760-p08-e.txt,2006,2006,1
15086490-v05.txt,2016,2016,1
04064950-o10-e.txt,2006,2006,1
17098120-J07.txt,"2018, 2018",2018,1
09099630-c10.txt,2011,2011,1
13049470-04z.txt,2013,2013,1
14003380-t05.txt,2014,2014,1
07057970-h02-e.txt,2007,2007,1
0507918.txt,2005,2005,1
16059780-v01.txt,"2016, 2016",2016,1
PADI-NG-4-285-L.txt,1994,1994,1
17086270-Z25.txt,2018,2018,1
08100410-b28.txt,"2014, 2005",2014,2
12012470-h06.txt,2012,2012,1
06008440-v16.txt,2008,2008,1
06060570-c02-e.txt,"2006, 2000, 2000, 1998, 1988, 2006",2006,4
02012850-o38-e.txt,2006,2006,1
9801227.txt,1998,1998,1
11093110-e05.txt,"2011, 2013",2013,2
21022200-R04.txt,2021,2021,1
18019480-O06.txt,2018,2018,1
0208870.txt,2003,2003,1
11087730-b18.txt,"2011, 2012, 2011",2012,2
13075570-c05.txt,2014,2014,1
22053090-J04.txt,2022,2022,1
13014400-k10.txt,"2013, 2013",2013,1
12077310-m04.txt,2013,2013,1
12014660-v02.txt,2012,2012,1
09046270-s14.txt,"2012, 2013",2013,2
13059770-v07.txt,"2014, 2012",2014,2
15016830-A68.txt,2020,2020,1
78000716-HK.txt,"1978, 1979",1979,2
09021640-n14.txt,2011,2011,1
KF-1-325-L.txt,1973,1973,1
16044420-w07.txt,2016,2016,1
11043300-z02.txt,2012,2012,1
16008420-Y24.txt,2018,2018,1
16075710-Z06.txt,2019,2019,1
04003040-b06-e.txt,"1999, 1993, 2005, 1998",2005,4
13066940-h15.txt,2015,2015,1
06051480-r33.txt,2009,2009,1
05074300-o03-e.txt,2007,2007,1
13012160-w03.txt,"2012, 2013",2013,2
05113610-s06-e.txt,2006,2006,1
KA-2-788-L.txt,1968,1968,1
0304838-padi.txt,"2005, 1996, 1996, 1995, 1996, 1996, 1996, 1990, 2005",2005,4
18055670-J04.txt,2018,2018,1
13006570-v08.txt,2013,2013,1
16034670-t08.txt,2016,2016,1
15015290-e12.txt,2016,2016,1
07016780-p13.txt,2009,2009,1
0202346.txt,2002,2002,1
00036670.txt,2000,2000,1
07053460-r01-e.txt,2007,2007,1
18060370-Z02.txt,2019,2019,1
14075900-c10.txt,2015,2015,1
11089380-k13.txt,"2013, 2015",2015,2
19054740-Z01.txt,2019,2019,1
NOPADI-P-3-091-L.txt,1997,1997,1
15056660-z02.txt,2016,2016,1
LA-2-100-L.txt,1978,1978,1
14002900-h04.txt,2014,2014,1
00003890-I02.txt,2000,2000,1
NOPADI-NH-3-010-L.txt,1993,1993,1
18033580-G15.txt,2019,2019,1
18074250-M04.txt,2019,2019,1
0009056.txt,2001,2001,1
00003900-G02.txt,"2000, 2000",2000,1
09104240-z08.txt,2010,2010,1
19032430-M08.txt,2020,2020,1
0105678.txt,2001,2001,1
20069950-J05.txt,2020,2020,1
19047550-O05.txt,2021,2021,1
21035080-A03.txt,2021,2021,1
11024490-v02.txt,"2010, 2011",2011,2
10043570-w03.txt,2010,2010,1
18051200-A27.txt,"2018, 2021, 2005, 2017, 2017, 2017, 2018, 2019, 2009, 2021, 2019, 2019, 2021, 2021, 2014, 2017, 2014, 2017, 2019, 2016, 2019, 2017, 2015, 2021, 2017, 2017, 2020, 2012, 2012, 2019, 2014, 2020, 2015, 2017, 2018, 2021, 2018, 2019, 2017, 2019, 2016, 2013, 2017, 2000, 2012, 2013, 2020, 2021, 2019, 1979, 1979, 1979, 2019, 2021, 1979, 1979, 2021, 2021",2021,14
00019460-L05.txt,2000,2000,1
11024010-k10.txt,2014,2014,1
05048360-c02-e.txt,2005,2005,1
21010300-N04.txt,2021,2021,1
14064100-i15.txt,2015,2015,1
15008870-x17.txt,2016,2016,1
21070670-Y01.txt,2021,2021,1
19061530-J06.txt,2020,2020,1
09044570-n14.txt,"2010, 2011",2011,2
06094380-t04-e.txt,2007,2007,1
K-4-441-L.txt,1966,1966,1
12065460-a10.txt,2013,2013,1
0210109-padi.txt,2003,2003,1
LX-2-536-L.txt,1977,1977,1
17020250-I10.txt,2018,2018,1
PADI-LE-3-246-L.txt,1982,1982,1
NOPADI-PD-7-163-L.txt,2001,2001,1
15089320-k11.txt,2016,2016,1
09090740-h03.txt,2010,2010,1
19014280-O30.txt,2020,2020,1
04037580-a19-e.txt,2006,2006,1
PADI-NC-1-019-L.txt,1989,1989,1
PADI-LF-1-727-L.txt,1983,1983,1
16042820-g07.txt,2017,2017,1
18028980-E05.txt,2019,2019,1
20038470-Q14.txt,2021,2021,1
07042120-m07-e.txt,2007,2007,1
PADI-LD-4-837-L.txt,"1981, 1981, 1981, 1981",1981,1
08007780-b04.txt,2008,2008,1
20082520-N03.txt,"2019, 2021, 2020",2021,3
16019380-t04.txt,2016,2016,1
03073510-n11-e.txt,2005,2005,1
16049710-o01.txt,2016,2016,1
PADI-NB-2-066-L.txt,1989,1989,1
0309993.txt,2005,2005,1
00006850-L05.txt,2000,2000,1
PADI-ND-1-089-L.txt,1990,1990,1
06063500-f01-e.txt,"2006, 2006, 2006, 1991, 2006",2006,2
0407529.txt,"2003, 2005",2005,2
NOPADI-KH-5-001-L.txt,"1986, 1986",1986,1
16029320-w02.txt,2016,2016,1
09007260-n01.txt,2009,2009,1
19082910-Y01.txt,2019,2019,1
13016470-t13.txt,2013,2013,1
13077830-l01.txt,"2013, 2013",2013,1
02020550_A07.txt,2002,2002,1
99062370-n14.txt,2004,2004,1
13012990-w06.txt,2014,2014,1
19029660-Z16.txt,2019,2019,1
10095800-s02.txt,2011,2011,1
08002660-v04.txt,2010,2010,1
05110480-r10-e.txt,2006,2006,1
PADI-LD-3-191-L.txt,1981,1981,1
